date,F1
2023-01-04 01:00:00,0.86350006
2023-01-04 02:00:00,0.35525435
2023-01-04 03:00:00,0.74318564
2023-01-04 04:00:00,0.6095226
2023-01-04 05:00:00,0.28318888
2023-01-04 06:00:00,0.07927036
2023-01-04 07:00:00,0.88404024
2023-01-04 08:00:00,0.78247875
2023-01-04 09:00:00,0.16315383
2023-01-04 10:00:00,0.8282771
2023-01-04 11:00:00,0.7410952
2023-01-04 12:00:00,0.56413543
2023-01-04 13:00:00,0.6917688
2023-01-04 14:00:00,0.09621841
2023-01-04 15:00:00,0.9613072
2023-01-04 16:00:00,0.2202214
2023-01-04 17:00:00,0.977916
2023-01-04 18:00:00,0.50370014
2023-01-04 19:00:00,0.8956299
2023-01-04 20:00:00,0.181185
2023-01-04 21:00:00,0.47136492
2023-01-04 22:00:00,0.73363787
2023-01-04 23:00:00,0.61453754
2023-01-05 00:00:00,0.7670459
2023-01-05 01:00:00,0.30207455
2023-01-05 02:00:00,0.55623835
2023-01-05 03:00:00,0.7173297
2023-01-05 04:00:00,0.27579093
2023-01-05 05:00:00,0.71296746
2023-01-05 06:00:00,0.52168053
2023-01-05 07:00:00,0.39547014
2023-01-05 08:00:00,0.8655325
2023-01-05 09:00:00,0.9466846
2023-01-05 10:00:00,0.593811
2023-01-05 11:00:00,0.8255047
2023-01-05 12:00:00,0.87131655
2023-01-05 13:00:00,0.5082106
2023-01-05 14:00:00,0.5393148
2023-01-05 15:00:00,0.16637188
2023-01-05 16:00:00,0.7977791
2023-01-05 17:00:00,0.89789265
2023-01-05 18:00:00,0.22617906
2023-01-05 19:00:00,0.98909044
2023-01-05 20:00:00,0.8470303
2023-01-05 21:00:00,0.21817404
2023-01-05 22:00:00,0.030461669
2023-01-05 23:00:00,0.30578345
2023-01-06 00:00:00,0.35053825
2023-01-06 01:00:00,0.06325632
2023-01-06 02:00:00,0.22981763
2023-01-06 03:00:00,0.6461998
2023-01-06 04:00:00,0.95942235
2023-01-06 05:00:00,0.5046712
2023-01-06 06:00:00,0.9299859
2023-01-06 07:00:00,0.13339484
2023-01-06 08:00:00,0.36672163
2023-01-06 09:00:00,0.19652998
2023-01-06 10:00:00,0.7527408
2023-01-06 11:00:00,0.5766393
2023-01-06 12:00:00,0.2357927
2023-01-06 13:00:00,0.046108067
2023-01-06 14:00:00,0.46206206
2023-01-06 15:00:00,0.6143825
2023-01-06 16:00:00,0.29872936
2023-01-06 17:00:00,0.6420756
2023-01-06 18:00:00,0.9765318
2023-01-06 19:00:00,0.70469135
2023-01-06 20:00:00,0.39859492
2023-01-06 21:00:00,0.36098987
2023-01-06 22:00:00,0.26004112
2023-01-06 23:00:00,0.6585275
2023-01-07 00:00:00,0.2694487
2023-01-07 01:00:00,0.22657412
2023-01-07 02:00:00,0.58831614
2023-01-07 03:00:00,0.63797784
2023-01-07 04:00:00,0.60481703
2023-01-07 05:00:00,0.45168352
2023-01-07 06:00:00,0.09035039
2023-01-07 07:00:00,0.75830686
2023-01-07 08:00:00,0.42847687
2023-01-07 09:00:00,0.16337019
2023-01-07 10:00:00,0.35214162
2023-01-07 11:00:00,0.52997106
2023-01-07 12:00:00,0.8261332
2023-01-07 13:00:00,0.016702533
2023-01-07 14:00:00,0.011036515
2023-01-07 15:00:00,0.5863025
2023-01-07 16:00:00,0.36488616
2023-01-07 17:00:00,0.5730883
2023-01-07 18:00:00,0.7741301
2023-01-07 19:00:00,0.50516874
2023-01-07 20:00:00,0.38808417
2023-01-07 21:00:00,0.15875316
2023-01-07 22:00:00,0.54513
2023-01-07 23:00:00,0.67545366
2023-01-08 00:00:00,0.48510617
2023-01-08 01:00:00,0.9340712
2023-01-08 02:00:00,0.6253609
2023-01-08 03:00:00,0.5044353
2023-01-08 04:00:00,0.58760726
2023-01-08 05:00:00,0.028167307
2023-01-08 06:00:00,0.06742859
2023-01-08 07:00:00,0.8640657
2023-01-08 08:00:00,0.47835726
2023-01-08 09:00:00,0.4040627
2023-01-08 10:00:00,0.9961383
2023-01-08 11:00:00,0.25023133
2023-01-08 12:00:00,0.85304666
2023-01-08 13:00:00,0.025783122
2023-01-08 14:00:00,0.80659056
2023-01-08 15:00:00,0.9960256
2023-01-08 16:00:00,0.88360953
2023-01-08 17:00:00,0.99373394
2023-01-08 18:00:00,0.33800018
2023-01-08 19:00:00,0.018845916
2023-01-08 20:00:00,0.7520233
2023-01-08 21:00:00,0.48891342
2023-01-08 22:00:00,0.95452464
2023-01-08 23:00:00,0.93186074
2023-01-09 00:00:00,0.6682342
2023-01-09 01:00:00,0.5155931
2023-01-09 02:00:00,0.5673096
2023-01-09 03:00:00,0.018081427
2023-01-09 04:00:00,0.4129104
2023-01-09 05:00:00,0.19717938
2023-01-09 06:00:00,0.8208673
2023-01-09 07:00:00,0.5585316
2023-01-09 08:00:00,0.82657254
2023-01-09 09:00:00,0.37631613
2023-01-09 10:00:00,0.7676061
2023-01-09 11:00:00,0.01485312
2023-01-09 12:00:00,0.9487761
2023-01-09 13:00:00,0.5424417
2023-01-09 14:00:00,0.3227269
2023-01-09 15:00:00,0.8694119
2023-01-09 16:00:00,0.21453154
2023-01-09 17:00:00,0.67761254
2023-01-09 18:00:00,0.85567737
2023-01-09 19:00:00,0.72648585
2023-01-09 20:00:00,0.79355645
2023-01-09 21:00:00,0.10125506
2023-01-09 22:00:00,0.7435279
2023-01-09 23:00:00,0.41996658
2023-01-10 00:00:00,0.8683299
2023-01-10 01:00:00,0.92572385
2023-01-10 02:00:00,0.62793547
2023-01-10 03:00:00,0.40416157
2023-01-10 04:00:00,0.088201225
2023-01-10 05:00:00,0.19480562
2023-01-10 06:00:00,0.77477103
2023-01-10 07:00:00,0.19488752
2023-01-10 08:00:00,0.23144412
2023-01-10 09:00:00,0.33606708
2023-01-10 10:00:00,0.42652494
2023-01-10 11:00:00,0.29194868
2023-01-10 12:00:00,0.6414764
2023-01-10 13:00:00,0.36848837
2023-01-10 14:00:00,0.03287053
2023-01-10 15:00:00,0.4708504
2023-01-10 16:00:00,0.33242506
2023-01-10 17:00:00,0.6879204
2023-01-10 18:00:00,0.7821031
2023-01-10 19:00:00,0.93358684
2023-01-10 20:00:00,0.35516262
2023-01-10 21:00:00,0.9023507
2023-01-10 22:00:00,0.08718854
2023-01-10 23:00:00,0.5800551
2023-01-11 00:00:00,0.46566635
2023-01-11 01:00:00,0.6698943
2023-01-11 02:00:00,0.6848373
2023-01-11 03:00:00,0.5611614
2023-01-11 04:00:00,0.30382097
2023-01-11 05:00:00,0.5362151
2023-01-11 06:00:00,0.80225414
2023-01-11 07:00:00,0.31261003
2023-01-11 08:00:00,0.8487684
2023-01-11 09:00:00,0.2854197
2023-01-11 10:00:00,0.5214807
2023-01-11 11:00:00,0.17796344
2023-01-11 12:00:00,0.50685376
2023-01-11 13:00:00,0.47810918
2023-01-11 14:00:00,0.8487301
2023-01-11 15:00:00,0.41951752
2023-01-11 16:00:00,0.1386559
2023-01-11 17:00:00,0.06249678
2023-01-11 18:00:00,0.60078645
2023-01-11 19:00:00,0.16889572
2023-01-11 20:00:00,0.22928572
2023-01-11 21:00:00,0.175623
2023-01-11 22:00:00,0.035302162
2023-01-11 23:00:00,0.87597054
2023-01-12 00:00:00,0.240529
2023-01-12 01:00:00,0.10090828
2023-01-12 02:00:00,0.96346474
2023-01-12 03:00:00,0.7910099
2023-01-12 04:00:00,0.06160271
2023-01-12 05:00:00,0.62798524
2023-01-12 06:00:00,0.03282678
2023-01-12 07:00:00,0.95456606
2023-01-12 08:00:00,0.9977685
2023-01-12 09:00:00,0.15627652
2023-01-12 10:00:00,0.12105721
2023-01-12 11:00:00,0.48452097
2023-01-12 12:00:00,0.7341232
2023-01-12 13:00:00,0.47229207
2023-01-12 14:00:00,0.7794025
2023-01-12 15:00:00,0.99060625
2023-01-12 16:00:00,0.16127282
2023-01-12 17:00:00,0.6149159
2023-01-12 18:00:00,0.9666323
2023-01-12 19:00:00,0.43656415
2023-01-12 20:00:00,0.69716597
2023-01-12 21:00:00,0.13869399
2023-01-12 22:00:00,0.24586326
2023-01-12 23:00:00,0.29817563
2023-01-13 00:00:00,0.7097483
2023-01-13 01:00:00,0.8298606
2023-01-13 02:00:00,0.9350993
2023-01-13 03:00:00,0.1901803
2023-01-13 04:00:00,0.36896837
2023-01-13 05:00:00,0.474972
2023-01-13 06:00:00,0.80065644
2023-01-13 07:00:00,0.36614096
2023-01-13 08:00:00,0.27502894
2023-01-13 09:00:00,0.8847041
2023-01-13 10:00:00,0.71929973
2023-01-13 11:00:00,0.113492966
2023-01-13 12:00:00,0.08175212
2023-01-13 13:00:00,0.8347008
2023-01-13 14:00:00,0.54246676
2023-01-13 15:00:00,0.1892671
2023-01-13 16:00:00,0.030893326
2023-01-13 17:00:00,0.013903916
2023-01-13 18:00:00,0.187783
2023-01-13 19:00:00,0.79130214
2023-01-13 20:00:00,0.86153674
2023-01-13 21:00:00,0.5272428
2023-01-13 22:00:00,0.9749243
2023-01-13 23:00:00,0.7637602
2023-01-14 00:00:00,0.13628906
2023-01-14 01:00:00,0.46349525
2023-01-14 02:00:00,0.44982344
2023-01-14 03:00:00,0.6948292
2023-01-14 04:00:00,0.23282778
2023-01-14 05:00:00,0.837279
2023-01-14 06:00:00,0.49007142
2023-01-14 07:00:00,0.8346347
2023-01-14 08:00:00,0.47838676
2023-01-14 09:00:00,0.35773426
2023-01-14 10:00:00,0.049646616
2023-01-14 11:00:00,0.72249216
2023-01-14 12:00:00,0.20363647
2023-01-14 13:00:00,0.39097494
2023-01-14 14:00:00,0.60562533
2023-01-14 15:00:00,0.5656033
2023-01-14 16:00:00,0.6392482
2023-01-14 17:00:00,0.99619323
2023-01-14 18:00:00,0.47143942
2023-01-14 19:00:00,0.63712007
2023-01-14 20:00:00,0.061942875
2023-01-14 21:00:00,0.15845197
2023-01-14 22:00:00,0.12839073
2023-01-14 23:00:00,0.55267465
2023-01-15 00:00:00,0.50540227
2023-01-15 01:00:00,0.8540622
2023-01-15 02:00:00,0.059010327
2023-01-15 03:00:00,0.19962978
2023-01-15 04:00:00,0.99606687
2023-01-15 05:00:00,0.3632121
2023-01-15 06:00:00,0.9398729
2023-01-15 07:00:00,0.2149347
2023-01-15 08:00:00,0.30877274
2023-01-15 09:00:00,0.35713124
2023-01-15 10:00:00,0.04778254
2023-01-15 11:00:00,0.78384876
2023-01-15 12:00:00,0.66277426
2023-01-15 13:00:00,0.4281348
2023-01-15 14:00:00,0.105311155
2023-01-15 15:00:00,0.39781284
2023-01-15 16:00:00,0.5644514
2023-01-15 17:00:00,0.96860147
2023-01-15 18:00:00,0.6450604
2023-01-15 19:00:00,0.68852496
2023-01-15 20:00:00,0.62528276
2023-01-15 21:00:00,0.6257599
2023-01-15 22:00:00,0.15305126
2023-01-15 23:00:00,0.18275374
2023-01-16 00:00:00,0.99711686
2023-01-16 01:00:00,0.2619822
2023-01-16 02:00:00,0.5680506
2023-01-16 03:00:00,0.08980465
2023-01-16 04:00:00,0.03875184
2023-01-16 05:00:00,0.2966873
2023-01-16 06:00:00,0.27796036
2023-01-16 07:00:00,0.9657463
2023-01-16 08:00:00,0.378475
2023-01-16 09:00:00,0.72740877
2023-01-16 10:00:00,0.45294136
2023-01-16 11:00:00,0.10354972
2023-01-16 12:00:00,0.17418599
2023-01-16 13:00:00,0.8128713
2023-01-16 14:00:00,0.42494935
2023-01-16 15:00:00,0.9353274
2023-01-16 16:00:00,0.3450377
2023-01-16 17:00:00,0.4958452
2023-01-16 18:00:00,0.41998643
2023-01-16 19:00:00,0.16935802
2023-01-16 20:00:00,0.037412822
2023-01-16 21:00:00,0.42293298
2023-01-16 22:00:00,0.16063768
2023-01-16 23:00:00,0.72040516
2023-01-17 00:00:00,0.086630225
2023-01-17 01:00:00,0.99176496
2023-01-17 02:00:00,0.24004549
2023-01-17 03:00:00,0.8254988
2023-01-17 04:00:00,0.5512482
2023-01-17 05:00:00,0.9258
2023-01-17 06:00:00,0.9894919
2023-01-17 07:00:00,0.1655792
2023-01-17 08:00:00,0.7269932
2023-01-17 09:00:00,0.56642944
2023-01-17 10:00:00,0.4487146
2023-01-17 11:00:00,0.36623377
2023-01-17 12:00:00,0.16138452
2023-01-17 13:00:00,0.104020536
2023-01-17 14:00:00,0.34710568
2023-01-17 15:00:00,0.47893047
2023-01-17 16:00:00,0.22404343
2023-01-17 17:00:00,0.31118262
2023-01-17 18:00:00,0.1182785
2023-01-17 19:00:00,0.7918858
2023-01-17 20:00:00,0.521258
2023-01-17 21:00:00,0.38781387
2023-01-17 22:00:00,0.122205436
2023-01-17 23:00:00,0.66722834
2023-01-18 00:00:00,0.28192955
2023-01-18 01:00:00,0.3119887
2023-01-18 02:00:00,0.7278702
2023-01-18 03:00:00,0.7087031
2023-01-18 04:00:00,0.5886172
2023-01-18 05:00:00,0.30644685
2023-01-18 06:00:00,0.9358793
2023-01-18 07:00:00,0.50590163
2023-01-18 08:00:00,0.28992933
2023-01-18 09:00:00,0.9380134
2023-01-18 10:00:00,0.5865039
2023-01-18 11:00:00,0.19337541
2023-01-18 12:00:00,0.0002400279
2023-01-18 13:00:00,0.14706975
2023-01-18 14:00:00,0.42963582
2023-01-18 15:00:00,0.13102329
2023-01-18 16:00:00,0.08182657
2023-01-18 17:00:00,0.6226874
2023-01-18 18:00:00,0.17882466
2023-01-18 19:00:00,0.22865725
2023-01-18 20:00:00,0.14652896
2023-01-18 21:00:00,0.705859
2023-01-18 22:00:00,0.6249989
2023-01-18 23:00:00,0.26645172
2023-01-19 00:00:00,0.4677413
2023-01-19 01:00:00,0.66032976
2023-01-19 02:00:00,0.023822725
2023-01-19 03:00:00,0.40751922
2023-01-19 04:00:00,0.050241232
2023-01-19 05:00:00,0.38662165
2023-01-19 06:00:00,0.8525501
2023-01-19 07:00:00,0.6590937
2023-01-19 08:00:00,0.2011292
2023-01-19 09:00:00,0.5509744
2023-01-19 10:00:00,0.41448182
2023-01-19 11:00:00,0.25728118
2023-01-19 12:00:00,0.74265385
2023-01-19 13:00:00,0.031680465
2023-01-19 14:00:00,0.09810269
2023-01-19 15:00:00,0.6989476
2023-01-19 16:00:00,0.72792464
2023-01-19 17:00:00,0.7988564
2023-01-19 18:00:00,0.532916
2023-01-19 19:00:00,0.30802536
2023-01-19 20:00:00,0.83517754
2023-01-19 21:00:00,0.18794948
2023-01-19 22:00:00,0.6456242
2023-01-19 23:00:00,0.1324569
2023-01-20 00:00:00,0.19548756
2023-01-20 01:00:00,0.8129316
2023-01-20 02:00:00,0.039203703
2023-01-20 03:00:00,0.868871
2023-01-20 04:00:00,0.20536113
2023-01-20 05:00:00,0.57796216
2023-01-20 06:00:00,0.03091222
2023-01-20 07:00:00,0.9267965
2023-01-20 08:00:00,0.15501249
2023-01-20 09:00:00,0.13786209
2023-01-20 10:00:00,0.37890399
2023-01-20 11:00:00,0.67329454
2023-01-20 12:00:00,0.73673767
2023-01-20 13:00:00,0.39731032
2023-01-20 14:00:00,0.93813527
2023-01-20 15:00:00,0.6975498
2023-01-20 16:00:00,0.924665
2023-01-20 17:00:00,0.01123035
2023-01-20 18:00:00,0.05981505
2023-01-20 19:00:00,0.29868543
2023-01-20 20:00:00,0.89867723
2023-01-20 21:00:00,0.556302
2023-01-20 22:00:00,0.7191433
2023-01-20 23:00:00,0.3327204
2023-01-21 00:00:00,0.76110524
2023-01-21 01:00:00,0.9769121
2023-01-21 02:00:00,0.42167413
2023-01-21 03:00:00,0.78147805
2023-01-21 04:00:00,0.2628885
2023-01-21 05:00:00,0.21098626
2023-01-21 06:00:00,0.14933378
2023-01-21 07:00:00,0.55691487
2023-01-21 08:00:00,0.06321216
2023-01-21 09:00:00,0.052824378
2023-01-21 10:00:00,0.8269725
2023-01-21 11:00:00,0.65484124
2023-01-21 12:00:00,0.38412988
2023-01-21 13:00:00,0.42350656
2023-01-21 14:00:00,0.71249545
2023-01-21 15:00:00,0.3690737
2023-01-21 16:00:00,0.29341894
2023-01-21 17:00:00,0.67700255
2023-01-21 18:00:00,0.7747698
2023-01-21 19:00:00,0.38193733
2023-01-21 20:00:00,0.4547217
2023-01-21 21:00:00,0.8011114
2023-01-21 22:00:00,0.40443772
2023-01-21 23:00:00,0.5184831
2023-01-22 00:00:00,0.18176526
2023-01-22 01:00:00,0.3946212
2023-01-22 02:00:00,0.18678361
2023-01-22 03:00:00,0.83290803
2023-01-22 04:00:00,0.13279772
2023-01-22 05:00:00,0.21688974
2023-01-22 06:00:00,0.5852738
2023-01-22 07:00:00,0.21696758
2023-01-22 08:00:00,0.7512536
2023-01-22 09:00:00,0.8758978
2023-01-22 10:00:00,0.33495355
2023-01-22 11:00:00,0.0924474
2023-01-22 12:00:00,0.13700324
2023-01-22 13:00:00,0.24073929
2023-01-22 14:00:00,0.39940506
2023-01-22 15:00:00,0.37527388
2023-01-22 16:00:00,0.83201027
2023-01-22 17:00:00,0.64560896
2023-01-22 18:00:00,0.6082528
2023-01-22 19:00:00,0.5313939
2023-01-22 20:00:00,0.2841497
2023-01-22 21:00:00,0.7963661
2023-01-22 22:00:00,0.8383647
2023-01-22 23:00:00,0.86279297
2023-01-23 00:00:00,0.31008238
2023-01-23 01:00:00,0.017320275
2023-01-23 02:00:00,0.03241211
2023-01-23 03:00:00,0.10812819
2023-01-23 04:00:00,0.6388993
2023-01-23 05:00:00,0.0008736849
2023-01-23 06:00:00,0.9152415
2023-01-23 07:00:00,0.29886812
2023-01-23 08:00:00,0.37229842
2023-01-23 09:00:00,0.09975988
2023-01-23 10:00:00,0.50862193
2023-01-23 11:00:00,0.45571756
2023-01-23 12:00:00,0.13464522
2023-01-23 13:00:00,0.12065375
2023-01-23 14:00:00,0.62434685
2023-01-23 15:00:00,0.318147
2023-01-23 16:00:00,0.8189052
2023-01-23 17:00:00,0.9705156
2023-01-23 18:00:00,0.26421398
2023-01-23 19:00:00,0.68445855
2023-01-23 20:00:00,0.4814992
2023-01-23 21:00:00,0.3163268
2023-01-23 22:00:00,0.65885204
2023-01-23 23:00:00,0.29129946
2023-01-24 00:00:00,0.026429057
2023-01-24 01:00:00,0.3531587
2023-01-24 02:00:00,0.50126684
2023-01-24 03:00:00,0.5061722
2023-01-24 04:00:00,0.56844586
2023-01-24 05:00:00,0.8440226
2023-01-24 06:00:00,0.7347516
2023-01-24 07:00:00,0.54232836
2023-01-24 08:00:00,0.90959466
2023-01-24 09:00:00,0.42162877
2023-01-24 10:00:00,0.7632042
2023-01-24 11:00:00,0.83432096
2023-01-24 12:00:00,0.3860911
2023-01-24 13:00:00,0.7386897
2023-01-24 14:00:00,0.9025498
2023-01-24 15:00:00,0.021636069
2023-01-24 16:00:00,0.6461812
2023-01-24 17:00:00,0.79364735
2023-01-24 18:00:00,0.28101128
2023-01-24 19:00:00,0.82332087
2023-01-24 20:00:00,0.70369554
2023-01-24 21:00:00,0.040998995
2023-01-24 22:00:00,0.3238663
2023-01-24 23:00:00,0.5469205
2023-01-25 00:00:00,0.7131173
2023-01-25 01:00:00,0.19950229
2023-01-25 02:00:00,0.0047807097
2023-01-25 03:00:00,0.38665766
2023-01-25 04:00:00,0.05091715
2023-01-25 05:00:00,0.8685066
2023-01-25 06:00:00,0.636851
2023-01-25 07:00:00,0.9384883
2023-01-25 08:00:00,0.036440194
2023-01-25 09:00:00,0.3187483
2023-01-25 10:00:00,0.05115491
2023-01-25 11:00:00,0.4384262
2023-01-25 12:00:00,0.029931843
2023-01-25 13:00:00,0.47092295
2023-01-25 14:00:00,0.08092129
2023-01-25 15:00:00,0.21112865
2023-01-25 16:00:00,0.5422833
2023-01-25 17:00:00,0.57348835
2023-01-25 18:00:00,0.6149546
2023-01-25 19:00:00,0.22443151
2023-01-25 20:00:00,0.71448356
2023-01-25 21:00:00,0.87456673
2023-01-25 22:00:00,0.30160755
2023-01-25 23:00:00,0.59761363
2023-01-26 00:00:00,0.6312366
2023-01-26 01:00:00,0.99799174
2023-01-26 02:00:00,0.28364676
2023-01-26 03:00:00,0.72684693
2023-01-26 04:00:00,0.02584076
2023-01-26 05:00:00,0.31584817
2023-01-26 06:00:00,0.89859796
2023-01-26 07:00:00,0.28210557
2023-01-26 08:00:00,0.87737626
2023-01-26 09:00:00,0.5094059
2023-01-26 10:00:00,0.56769264
2023-01-26 11:00:00,0.15867138
2023-01-26 12:00:00,0.6070786
2023-01-26 13:00:00,0.6360636
2023-01-26 14:00:00,0.3833245
2023-01-26 15:00:00,0.3229527
2023-01-26 16:00:00,0.9809581
2023-01-26 17:00:00,0.42293185
2023-01-26 18:00:00,0.76250637
2023-01-26 19:00:00,0.08160162
2023-01-26 20:00:00,0.6222797
2023-01-26 21:00:00,0.6830271
2023-01-26 22:00:00,0.41489947
2023-01-26 23:00:00,0.2226215
2023-01-27 00:00:00,0.8710475
2023-01-27 01:00:00,0.9599089
2023-01-27 02:00:00,0.23338032
2023-01-27 03:00:00,0.76255697
2023-01-27 04:00:00,0.4251511
2023-01-27 05:00:00,0.71648467
2023-01-27 06:00:00,0.94013727
2023-01-27 07:00:00,0.7899881
2023-01-27 08:00:00,0.59095037
2023-01-27 09:00:00,0.38155532
2023-01-27 10:00:00,0.9603949
2023-01-27 11:00:00,0.3840568
2023-01-27 12:00:00,0.8099597
2023-01-27 13:00:00,0.8064001
2023-01-27 14:00:00,0.5295123
2023-01-27 15:00:00,0.25436985
2023-01-27 16:00:00,0.5014182
2023-01-27 17:00:00,0.6229067
2023-01-27 18:00:00,0.96493465
2023-01-27 19:00:00,0.21673799
2023-01-27 20:00:00,0.5447643
2023-01-27 21:00:00,0.9952913
2023-01-27 22:00:00,0.31976694
2023-01-27 23:00:00,0.79027754
2023-01-28 00:00:00,0.6005354
2023-01-28 01:00:00,0.74498487
2023-01-28 02:00:00,0.8568851
2023-01-28 03:00:00,0.9646909
2023-01-28 04:00:00,0.34144276
2023-01-28 05:00:00,0.094123125
2023-01-28 06:00:00,0.8364875
2023-01-28 07:00:00,0.0589931
2023-01-28 08:00:00,0.2683915
2023-01-28 09:00:00,0.41586834
2023-01-28 10:00:00,0.6597666
2023-01-28 11:00:00,0.8845053
2023-01-28 12:00:00,0.20246762
2023-01-28 13:00:00,0.99278605
2023-01-28 14:00:00,0.18457353
2023-01-28 15:00:00,0.6678541
2023-01-28 16:00:00,0.12260151
2023-01-28 17:00:00,0.51658034
2023-01-28 18:00:00,0.61957604
2023-01-28 19:00:00,0.3619464
2023-01-28 20:00:00,0.26909435
2023-01-28 21:00:00,0.21390861
2023-01-28 22:00:00,0.34093416
2023-01-28 23:00:00,0.6011479
2023-01-29 00:00:00,0.9196181
2023-01-29 01:00:00,0.72807884
2023-01-29 02:00:00,0.9714665
2023-01-29 03:00:00,0.40256673
2023-01-29 04:00:00,0.5830914
2023-01-29 05:00:00,0.20395458
2023-01-29 06:00:00,0.6766293
2023-01-29 07:00:00,0.24289012
2023-01-29 08:00:00,0.0018588305
2023-01-29 09:00:00,0.65705466
2023-01-29 10:00:00,0.087929845
2023-01-29 11:00:00,0.78361154
2023-01-29 12:00:00,0.45195454
2023-01-29 13:00:00,0.93683803
2023-01-29 14:00:00,0.37718916
2023-01-29 15:00:00,0.8022555
2023-01-29 16:00:00,0.90171087
2023-01-29 17:00:00,0.97626626
2023-01-29 18:00:00,0.58608025
2023-01-29 19:00:00,0.59417105
2023-01-29 20:00:00,0.8790963
2023-01-29 21:00:00,0.4545461
2023-01-29 22:00:00,0.8114687
2023-01-29 23:00:00,0.9346031
2023-01-30 00:00:00,0.73084676
2023-01-30 01:00:00,0.9851257
2023-01-30 02:00:00,0.48239666
2023-01-30 03:00:00,0.7913792
2023-01-30 04:00:00,0.93340516
2023-01-30 05:00:00,0.18901914
2023-01-30 06:00:00,0.8607467
2023-01-30 07:00:00,0.12789655
2023-01-30 08:00:00,0.5257178
2023-01-30 09:00:00,0.7940061
2023-01-30 10:00:00,0.011293232
2023-01-30 11:00:00,0.8545842
2023-01-30 12:00:00,0.29565537
2023-01-30 13:00:00,0.53239477
2023-01-30 14:00:00,0.37440854
2023-01-30 15:00:00,0.35479295
2023-01-30 16:00:00,0.59948516
2023-01-30 17:00:00,0.6298458
2023-01-30 18:00:00,0.37460852
2023-01-30 19:00:00,0.3901204
2023-01-30 20:00:00,0.73344105
2023-01-30 21:00:00,0.41164166
2023-01-30 22:00:00,0.65872943
2023-01-30 23:00:00,0.48763937
2023-01-31 00:00:00,0.91192514
2023-01-31 01:00:00,0.7767152
2023-01-31 02:00:00,0.76303005
2023-01-31 03:00:00,0.91875833
2023-01-31 04:00:00,0.26064742
2023-01-31 05:00:00,0.87825227
2023-01-31 06:00:00,0.9899775
2023-01-31 07:00:00,0.031697035
2023-01-31 08:00:00,0.5642545
2023-01-31 09:00:00,0.5718214
2023-01-31 10:00:00,0.026428163
2023-01-31 11:00:00,0.4152801
2023-01-31 12:00:00,0.48058087
2023-01-31 13:00:00,0.7219351
2023-01-31 14:00:00,0.21142429
2023-01-31 15:00:00,0.5762289
2023-01-31 16:00:00,0.005666852
