label,F1
0,1714
0,1731
0,1705
0,1648
0,1599
0,1532
0,1518
0,1505
0,1438
0,1344
0,1311
0,1271
0,1239
0,1205
0,1149
0,1125
0,1121
0,1112
0,1088
0,1081
0,1052
0,1039
0,1047
0,1052
0,1086
0,1073
0,1061
0,1067
0,1070
0,1050
0,1050
0,1027
0,1034
0,1020
0,1030
0,1024
0,1011
0,982
0,1023
0,1014
0,988
0,987
0,982
0,973
0,985
0,990
0,1016
0,991
0,995
0,1013
0,990
0,993
0,1001
0,982
0,1007
0,1000
0,1017
0,1023
0,1016
0,1015
0,984
0,994
0,1007
0,1050
0,1072
0,1140
0,1212
0,1251
0,1307
0,1413
0,1529
0,1625
0,1715
0,1776
0,1883
0,1871
0,1885
0,1810
0,1837
0,1877
0,1892
0,1826
0,1903
0,1889
0,1798
0,1757
0,1755
0,1756
0,1780
0,1756
0,1776
0,1794
0,1776
0,1781
0,1758
0,1777
0,1811
0,1776
0,1733
0,1677
0,1652
0,1628
0,1598
0,1571
0,1488
0,1423
0,1393
0,1338
0,1317
0,1299
0,1250
0,1217
0,1197
0,1147
0,1133
0,1110
0,1102
0,1100
0,1063
0,1073
0,1076
0,1088
0,1103
0,1067
0,1070
0,1082
0,1072
0,1096
0,1099
0,1103
0,1084
0,1073
0,1081
0,1080
0,1080
0,1097
0,1101
0,1071
0,1078
0,1077
0,1076
0,1071
0,1044
0,1043
0,1026
0,1021
0,1016
0,1028
0,1014
0,1009
0,1015
0,1028
0,1020
0,1011
0,1019
0,1020
0,1001
0,1036
0,1052
0,1099
0,1111
0,1146
0,1221
0,1295
0,1390
0,1480
0,1567
0,1685
0,1789
0,1802
0,1872
0,1911
0,1865
0,1826
0,1821
0,1820
0,1841
0,1876
0,1872
0,1861
0,1872
0,1844
0,1810
0,1822
0,1790
0,1766
0,1768
0,1779
0,1806
0,1796
0,1803
0,1790
0,1802
0,1776
0,1729
0,1652
0,1637
0,1604
0,1578
0,1528
0,1486
0,1325
0,1329
0,1275
0,1249
0,1220
0,1161
0,1122
0,1116
0,1113
0,1103
0,1100
0,1079
0,1076
0,1085
0,1090
0,1072
0,1095
0,1095
0,1086
0,1081
0,1073
0,1052
0,1052
0,1036
0,1050
0,1042
0,1041
0,1027
0,1021
0,1034
0,1035
0,1019
0,1012
0,1015
0,1017
0,1007
0,1028
0,1019
0,1011
0,1010
0,1019
0,1023
0,1037
0,1050
0,1040
0,1044
0,1069
0,1069
0,1068
0,1066
0,1065
0,1063
0,1072
0,1078
0,1109
0,1140
0,1168
0,1256
0,1330
0,1418
0,1496
0,1579
0,1725
0,1756
0,1769
0,1783
0,1938
0,1888
0,1837
0,1877
0,1936
0,1913
0,1848
0,1877
0,1881
0,1854
0,1825
0,1838
0,1839
0,1825
0,1843
0,1890
0,1887
0,1898
0,1851
0,1807
0,1796
0,1785
0,1737
0,1715
0,1626
0,1609
0,1522
0,1461
0,1417
0,1375
0,1272
0,1260
0,1250
0,1241
0,1198
0,1186
0,1121
0,1120
0,1159
0,1160
0,1163
0,1175
0,1110
0,1033
0,1032
0,1021
0,1026
0,1028
0,1023
0,1034
0,1039
0,1052
0,1029
0,1050
0,1053
0,1073
0,1063
0,1066
1,1036
1,1018
1,1002
1,1009
1,1008
1,982
1,992
1,1008
1,1010
1,1012
1,1007
1,1013
1,974
1,964
1,971
1,986
1,1006
1,969
1,1016
1,1004
1,1013
1,956
1,963
1,994
1,992
1,993
1,997
1,987
1,994
1,971
1,980
1,995
1,1005
1,1016
1,1027
1,1046
1,1052
1,1052
1,1022
1,1031
1,1049
1,1072
1,1079
1,1101
1,1062
1,1052
1,1047
1,1047
1,1042
1,1054
1,1072
1,1093
1,1103
1,1064
1,1072
1,1058
1,1095
1,1070
1,1063
1,1042
1,1047
1,1040
1,1037
1,1030
1,1042
1,1008
1,1000
1,1004
1,1012
1,1014
1,1035
1,1019
1,1022
1,1021
1,1024
1,1036
1,1025
1,1011
1,1011
1,1003
1,997
1,990
1,961
1,959
1,932
1,928
1,955
1,952
1,940
1,959
1,942
1,955
1,957
1,947
1,905
1,891
1,937
1,936
1,950
1,956
1,942
1,959
1,962
1,966
1,954
1,938
1,959
1,959
1,930
1,943
1,946
1,975
1,930
1,921
1,933
1,971
1,969
1,970
1,984
1,931
1,924
1,907
1,951
1,960
1,968
1,962
1,979
1,977
1,972
1,961
1,953
1,963
1,961
1,942
1,941
1,972
1,971
1,965
1,944
1,933
1,930
1,971
1,980
1,1010
1,1016
1,1018
1,1019
1,1025
1,1023
1,1029
1,1021
1,1022
1,1014
1,1005
1,1011
1,1010
1,1020
1,989
1,1005
1,1019
1,1020
1,1014
1,1025
1,981
1,992
1,985
1,979
1,982
1,983
1,988
1,982
1,989
1,988
1,993
1,991
1,983
1,975
1,980
1,962
1,966
1,976
1,975
1,974
1,968
1,986
1,968
1,971
1,954
1,953
1,954
1,964
1,972
0,967
0,946
0,959
0,933
0,922
0,923
0,936
0,934
0,956
0,965
0,975
0,976
0,986
0,973
0,969
0,961
0,970
0,991
0,994
0,1003
0,1005
0,1015
0,1029
0,1029
0,1065
0,1069
0,1074
0,1107
0,1122
0,1146
0,1244
0,1346
0,1434
0,1589
0,1759
0,1835
0,1845
0,1850
0,1879
0,1960
0,1860
0,1828
0,1853
0,1854
0,1839
0,1835
0,1848
0,1823
0,1847
0,1781
0,1792
0,1783
0,1755
0,1767
0,1793
0,1778
0,1777
0,1722
0,1729
0,1754
0,1747
0,1726
0,1724
0,1700
0,1641
0,1584
0,1568
0,1479
0,1352
0,1328
0,1286
0,1248
0,1223
0,1192
0,1158
0,1141
0,1124
0,1103
0,1094
0,1092
0,1087
0,1082
0,1092
0,1101
0,1087
0,1095
0,1103
0,1085
0,1092
0,1108
0,1096
0,1088
0,1072
0,1078
0,1103
0,1094
0,1091
0,1083
0,1072
0,1063
0,1041
0,1031
0,1039
0,1006
0,1014
0,1023
0,999
0,1023
0,1008
0,1021
0,1020
0,1019
0,1030
0,1040
0,1054
0,1050
0,1047
0,1047
0,1043
0,1040
0,1061
0,1064
0,1079
0,1139
0,1189
0,1205
0,1287
0,1347
0,1436
0,1527
0,1734
0,1738
0,1802
0,1825
0,1922
0,1762
0,1542
0,1573
0,1589
0,1556
0,1650
0,1711
0,1662
0,1742
0,1708
0,1643
0,1629
0,1753
0,1656
0,1513
0,1464
0,1500
0,1497
0,1475
0,1480
0,1428
0,1448
0,1635
0,1714
0,1720
0,1708
0,1684
0,1658
0,1485
0,1390
0,1349
0,1274
0,1203
0,1145
0,1128
0,1080
0,1063
0,1070
0,1025
0,1000
0,997
0,1000
0,1031
0,1039
0,1027
0,1030
0,1018
0,1029
0,1016
0,1015
0,995
0,1012
0,1002
0,970
0,941
0,940
0,944
0,960
0,943
0,964
0,949
0,954
0,978
0,928
0,991
0,996
0,989
0,968
0,972
0,983
0,1012
0,1020
0,1003
0,1033
0,1017
0,1041
0,1009
0,984
0,967
0,992
0,955
0,974
0,1029
0,1053
0,1093
0,1127
0,1172
0,1253
0,1313
0,1409
0,1536
0,1642
0,1704
0,1746
0,1779
0,1832
0,1821
0,1767
0,1798
0,1816
0,1810
0,1861
0,1885
0,1819
0,1787
0,1723
0,1719
0,1799
0,1778
0,1761
0,1759
0,1712
0,1727
0,1710
0,1702
0,1700
0,1717
0,1689
0,1660
0,1688
0,1650
0,1654
0,1616
0,1557
0,1493
0,1396
0,1335
0,1270
0,1270
0,1237
0,1168
0,1114
0,1104
0,1109
0,1124
0,1076
0,1068
0,1056
0,1038
0,1032
0,1027
0,1039
0,1030
0,1020
0,1028
0,1018
0,1017
0,1039
0,1057
0,1026
0,1015
0,1059
0,1056
0,1043
0,1061
0,1067
0,1060
0,1065
0,1055
0,1059
0,1041
0,1029
0,1017
0,1000
0,1009
0,1014
0,1019
0,1018
0,960
0,959
0,940
0,988
0,964
0,976
0,999
0,977
0,998
0,979
0,991
0,1040
0,1065
0,1091
0,1154
0,1259
0,1314
0,1404
0,1488
0,1685
0,1670
0,1677
0,1738
0,1814
0,1722
0,1690
0,1684
0,1809
0,1781
0,1830
0,1796
0,1817
0,1840
0,1771
0,1807
0,1784
0,1807
0,1776
0,1755
0,1733
0,1789
0,1816
0,1727
0,1772
0,1734
0,1719
0,1634
0,1700
0,1714
0,1614
0,1553
0,1518
0,1472
0,1370
0,1351
0,1270
0,1239
0,1191
0,1157
0,1105
0,1085
0,1067
0,1056
0,1076
0,1042
0,1041
0,1021
0,1032
0,1033
0,1015
0,1026
0,982
0,994
0,981
0,990
0,985
0,989
0,997
0,995
0,992
0,990
0,986
0,990
0,994
0,1004
0,987
0,993
0,982
0,981
0,993
0,990
0,967
0,992
0,982
0,996
0,1001
0,976
0,976
0,986
0,989
0,996
0,994
0,986
0,978
0,960
0,960
0,996
0,1011
0,1000
0,1082
0,1153
0,1282
0,1369
0,1468
0,1513
0,1655
0,1766
0,1804
0,1817
0,1833
0,1870
0,1799
0,1769
0,1806
0,1800
0,1780
0,1783
0,1757
0,1762
0,1738
0,1714
0,1766
0,1726
0,1728
0,1724
0,1693
0,1727
0,1716
0,1697
0,1705
0,1662
0,1649
0,1607
0,1581
0,1559
0,1490
0,1463
0,1414
0,1340
0,1243
0,1220
0,1195
0,1178
0,1173
0,1126
0,1078
0,1047
0,1048
0,1042
0,1026
0,1035
0,1017
0,1019
0,1009
0,1007
0,1025
0,995
0,1004
0,989
0,1009
0,995
0,1012
0,998
0,1001
0,1009
0,993
0,1010
1,1002
1,1008
1,1000
1,999
1,996
1,976
1,995
1,977
1,971
1,961
1,974
1,975
1,971
1,963
1,949
1,923
1,922
1,915
1,916
1,922
1,910
1,927
1,930
1,938
1,942
1,931
1,943
1,951
1,963
1,968
1,985
1,1000
1,1000
1,1010
1,987
1,989
1,975
1,990
1,989
1,983
1,978
1,1004
1,991
1,998
1,997
1,984
1,1005
1,1015
1,1006
1,1044
1,1034
1,1007
1,1001
1,1036
1,1037
1,1054
1,1035
1,1035
1,1039
1,1029
1,1018
1,989
1,977
1,983
1,983
1,984
1,985
1,974
1,977
1,985
1,991
1,1004
1,987
1,975
1,964
1,988
1,972
1,971
1,979
1,997
1,973
1,970
1,972
1,966
1,980
1,964
1,966
1,970
1,967
1,970
1,985
1,980
1,975
1,996
1,987
1,995
1,971
1,966
1,958
1,955
1,956
1,954
1,927
1,923
1,916
1,901
1,915
1,887
1,917
1,925
1,907
1,915
1,934
1,936
1,929
1,921
1,943
1,947
1,955
1,945
1,944
1,960
1,961
1,968
1,967
1,960
1,958
1,961
1,973
1,970
1,956
1,957
1,958
1,955
1,940
1,936
1,961
1,961
1,970
1,946
1,929
1,926
1,949
1,937
1,934
1,936
1,946
1,947
1,947
1,939
1,948
1,951
1,953
1,954
1,980
1,963
1,971
1,979
1,979
1,977
1,994
1,1004
1,991
1,1005
1,991
1,1021
1,1011
1,1001
1,1012
1,1029
1,1038
1,1015
1,1019
1,1015
1,997
1,994
1,990
1,968
1,950
1,950
1,952
1,955
1,951
1,945
1,958
1,943
1,959
1,937
1,940
1,948
1,938
1,940
0,933
0,936
0,929
0,922
0,911
0,921
0,909
0,929
0,938
0,946
0,963
0,960
0,981
0,975
0,997
0,988
0,986
0,988
0,991
0,993
0,988
0,979
0,993
0,984
0,993
0,1012
0,1034
0,1067
0,1121
0,1162
0,1228
0,1259
0,1381
0,1429
0,1603
0,1753
0,1732
0,1775
0,1851
0,1859
0,1766
0,1827
0,1842
0,1825
0,1855
0,1835
0,1824
0,1819
0,1781
0,1763
0,1752
0,1771
0,1767
0,1772
0,1732
0,1750
0,1731
0,1699
0,1735
0,1729
0,1699
0,1660
0,1702
0,1662
0,1628
0,1591
0,1564
0,1488
0,1371
0,1311
0,1270
0,1250
0,1213
0,1179
0,1138
0,1120
0,1099
0,1095
0,1092
0,1069
0,1062
0,1068
0,1080
0,1073
0,1084
0,1085
0,1098
0,1072
0,1083
0,1078
0,1085
0,1068
0,1041
0,998
0,1020
0,1042
0,1044
0,1052
0,1069
0,1068
0,1044
0,1069
0,1056
0,1032
0,1005
0,992
0,968
0,982
0,993
0,944
0,981
0,958
0,981
0,1011
0,1019
0,1021
0,1005
0,1042
0,1039
0,1033
0,1101
0,1102
0,1096
0,1158
0,1206
0,1226
0,1302
0,1326
0,1443
0,1494
0,1672
0,1701
0,1736
0,1776
0,1855
0,1789
0,1741
0,1715
0,1770
0,1706
0,1741
0,1691
0,1732
0,1696
0,1733
0,1736
0,1760
0,1761
0,1776
0,1755
0,1752
0,1815
0,1790
0,1739
0,1760
0,1745
0,1733
0,1704
0,1686
0,1682
0,1615
0,1559
0,1524
0,1445
0,1284
0,1199
0,1186
0,1204
0,1199
0,1169
0,1140
0,1117
0,1103
0,1069
0,1070
0,1089
0,1091
0,1025
0,1054
0,1077
0,1069
0,1078
0,1070
0,1042
0,1042
0,1031
0,1020
0,1038
0,1014
0,1031
0,1039
0,1015
0,1034
0,1009
0,1010
0,1009
0,1028
0,1025
0,1030
0,1028
0,1026
0,1025
0,1040
0,1024
0,1029
0,1023
0,1028
0,1021
0,1028
0,1026
0,1044
0,1030
0,1050
0,1043
0,1050
0,1070
0,1061
0,1081
0,1113
0,1160
0,1192
0,1227
0,1272
0,1359
0,1433
0,1518
0,1650
0,1714
0,1750
0,1820
0,1837
0,1896
0,1781
0,1811
0,1858
0,1815
0,1867
0,1862
0,1874
0,1823
0,1784
0,1790
0,1792
0,1769
0,1771
0,1772
0,1792
0,1786
0,1813
0,1784
0,1792
0,1804
0,1788
0,1765
0,1765
0,1736
0,1683
0,1668
0,1596
0,1551
0,1409
0,1339
0,1323
0,1261
0,1234
0,1194
0,1149
0,1119
0,1118
0,1101
0,1095
0,1086
0,1073
0,1064
0,1061
0,1056
0,1052
0,1061
0,1045
0,1057
0,1038
0,1041
0,1027
0,1044
0,1028
0,1030
0,1032
0,1041
0,1046
0,1036
0,1039
0,1049
0,1046
0,1031
0,1044
0,1044
0,1037
0,1035
0,1041
0,1038
0,1049
0,1036
0,1040
0,1044
0,1033
0,1032
0,1029
0,1053
0,1037
0,1036
0,1034
0,1036
0,1068
0,1074
0,1120
0,1145
0,1215
0,1242
0,1317
0,1403
0,1482
0,1539
0,1682
0,1687
0,1750
0,1775
0,1825
0,1789
0,1730
0,1848
0,1876
0,1829
0,1866
0,1880
0,1855
0,1839
0,1816
0,1797
0,1814
0,1857
0,1913
0,1925
0,1880
0,1819
0,1764
0,1830
0,1767
0,1794
0,1715
0,1701
0,1696
0,1635
0,1610
0,1588
0,1530
0,1439
0,1349
0,1300
0,1279
0,1262
0,1197
0,1155
0,1103
0,1082
0,1073
0,1079
0,1071
0,1042
0,1046
0,1034
0,1046
0,1042
0,1056
0,1052
0,1064
0,1057
0,1044
0,1071
0,1076
0,1084
0,1086
0,1064
0,1037
0,1019
0,991
0,1003
0,977
0,971
0,983
0,967
0,971
0,974
0,975
0,969
0,971
0,971
0,972
0,959
0,978
0,959
0,982
0,985
0,997
0,1011
0,1016
0,1028
0,1012
0,1030
0,1039
0,1070
0,1055
0,1055
0,1125
0,1148
0,1222
0,1338
0,1420
0,1511
0,1668
0,1696
0,1766
0,1795
0,1763
0,1694
0,1670
0,1687
0,1681
0,1714
0,1781
0,1778
0,1740
0,1750
0,1694
0,1692
0,1677
0,1677
0,1637
0,1677
0,1682
0,1686
0,1680
0,1618
0,1612
0,1614
0,1590
0,1592
0,1536
0,1512
0,1464
0,1404
0,1359
0,1300
0,1197
0,1143
0,1140
0,1110
0,1104
0,1071
0,1041
0,1007
0,995
0,1001
0,989
0,969
0,977
0,958
0,980
0,975
0,986
0,970
0,982
0,976
0,963
0,973
0,982
0,971
0,971
0,988
0,983
0,975
1,982
1,968
1,969
1,978
1,962
1,971
1,975
1,962
1,977
1,972
1,966
1,972
1,974
1,986
1,964
1,970
1,963
1,970
1,964
1,977
1,972
1,977
1,968
1,980
1,971
1,961
1,977
1,957
1,974
1,963
1,965
1,974
1,985
1,974
1,987
1,1003
1,1003
1,1005
1,978
1,958
1,971
1,989
1,1032
1,1003
1,999
1,1018
1,994
1,1010
1,990
1,959
1,963
1,957
1,965
1,973
1,974
1,956
1,958
1,967
1,960
1,965
1,968
1,952
1,973
1,946
1,941
1,961
1,948
1,927
1,936
1,949
1,941
1,956
1,975
1,970
1,969
1,968
1,1001
1,987
1,997
1,1004
1,982
1,971
1,994
1,997
1,969
1,967
1,955
1,956
1,968
1,954
1,969
1,949
1,955
1,944
1,927
1,926
1,924
1,928
1,930
1,932
1,903
1,918
1,928
1,912
1,931
1,918
1,921
1,938
1,927
1,933
1,937
1,914
1,929
1,926
1,921
1,927
1,908
1,931
1,936
1,917
1,931
1,930
1,939
1,941
1,925
1,916
1,923
1,930
1,941
1,944
1,929
1,938
1,937
1,941
1,940
1,932
1,930
1,952
1,922
1,891
1,914
1,916
1,909
1,900
1,925
1,908
1,886
1,910
1,926
1,925
1,926
1,960
1,980
1,961
1,938
1,924
1,916
1,940
1,941
1,937
1,918
1,943
1,922
1,958
1,951
1,935
1,916
1,906
1,901
1,925
1,908
1,898
1,903
1,897
1,891
1,929
1,904
1,909
1,906
1,923
1,923
1,936
1,909
1,931
1,903
1,886
1,889
1,903
1,917
1,922
1,912
1,945
0,935
0,910
0,885
0,897
0,908
0,917
0,907
0,902
0,894
0,892
0,907
0,897
0,917
0,918
0,920
0,921
0,935
0,923
0,921
0,915
0,915
0,915
0,906
0,905
0,932
0,921
0,926
0,947
0,989
0,1050
0,1147
0,1223
0,1294
0,1426
0,1572
0,1616
0,1674
0,1696
0,1809
0,1780
0,1743
0,1749
0,1798
0,1812
0,1851
0,1825
0,1835
0,1826
0,1843
0,1753
0,1722
0,1710
0,1738
0,1737
0,1782
0,1777
0,1728
0,1722
0,1774
0,1809
0,1783
0,1704
0,1714
0,1690
0,1624
0,1617
0,1518
0,1410
0,1339
0,1308
0,1245
0,1268
0,1226
0,1226
0,1164
0,1119
0,1118
0,1122
0,1112
0,1012
0,1028
0,1083
0,1092
0,1011
0,978
0,1009
0,994
0,1006
0,1020
0,991
0,1032
0,1064
0,1075
0,1087
0,1050
0,1022
0,1030
0,1042
0,1007
0,1027
0,1037
0,1005
0,1017
0,1026
0,1037
0,1026
0,1045
0,1037
0,1043
0,1079
0,1100
0,1103
0,1099
0,1071
0,1088
0,1085
0,1083
0,1082
0,1116
0,1114
0,1114
0,1096
0,1114
0,1139
0,1198
0,1211
0,1232
0,1275
0,1394
0,1451
0,1776
0,1800
0,2022
0,2152
0,1962
0,1965
0,1910
0,1964
0,2030
0,1977
0,1799
0,1843
0,1802
0,1750
0,1772
0,1801
0,1784
0,1795
0,1828
0,1822
0,1812
0,1800
0,1778
0,1770
0,1756
0,1773
0,1790
0,1752
0,1716
0,1701
0,1720
0,1673
0,1612
0,1514
0,1369
0,1346
0,1278
0,1268
0,1244
0,1193
0,1149
0,1142
0,1125
0,1099
0,1084
0,1044
0,1010
0,1019
0,1007
0,972
0,941
0,954
0,993
0,1095
0,1045
0,1056
0,1008
0,1070
0,1077
0,1062
0,1064
0,1071
0,1067
0,1069
0,1045
0,1034
0,1018
0,1027
0,1020
0,1014
0,1014
0,1018
0,1039
0,1031
0,1050
0,1055
0,1064
0,1066
0,1058
0,1074
0,1068
0,1062
0,1050
0,1021
0,1041
0,1025
0,1061
0,1078
0,1090
0,1095
0,1143
0,1211
0,1259
0,1323
0,1438
0,1499
0,1632
0,1663
0,1700
0,1805
0,1868
0,1832
0,1785
0,1838
0,1905
0,1902
0,1814
0,1838
0,1804
0,1800
0,1757
0,1747
0,1772
0,1825
0,1817
0,1804
0,1776
0,1761
0,1803
0,1705
0,1753
0,1756
0,1766
0,1780
0,1709
0,1652
0,1616
0,1537
0,1507
0,1456
0,1341
0,1289
0,1244
